,Date,Price
188,2010-10-01,10.09000015258789
189,2010-10-04,9.95142936706543
190,2010-10-05,10.319286346435547
191,2010-10-06,10.328213691711426
192,2010-10-07,10.329285621643066
193,2010-10-08,10.5024995803833
194,2010-10-11,10.54857063293457
195,2010-10-12,10.662142753601074
196,2010-10-13,10.71928596496582
197,2010-10-14,10.796786308288574
198,2010-10-15,11.240714073181152
199,2010-10-18,11.35714340209961
200,2010-10-19,11.053214073181152
201,2010-10-20,11.090356826782227
202,2010-10-21,11.054286003112793
203,2010-10-22,10.981071472167969
204,2010-10-25,11.029999732971191
205,2010-10-26,11.001786231994629
206,2010-10-27,10.993928909301758
207,2010-10-28,10.901429176330566
208,2010-10-29,10.749285697937012
209,2010-11-01,10.863571166992188
210,2010-11-02,11.04857063293457
211,2010-11-03,11.171428680419922
212,2010-11-04,11.366786003112793
213,2010-11-05,11.326070785522461
214,2010-11-08,11.37928581237793
215,2010-11-09,11.28857135772705
216,2010-11-10,11.358214378356934
217,2010-11-11,11.308929443359375
218,2010-11-12,11.001070976257324
219,2010-11-15,10.965714454650879
220,2010-11-16,10.771071434020996
221,2010-11-17,10.73214340209961
222,2010-11-18,11.01535701751709
223,2010-11-19,10.954643249511719
224,2010-11-22,11.191429138183594
225,2010-11-23,11.026070594787598
226,2010-11-24,11.242856979370117
227,2010-11-26,11.25
228,2010-11-29,11.31678581237793
229,2010-11-30,11.112500190734863
230,2010-12-01,11.300000190734863
231,2010-12-02,11.362500190734863
232,2010-12-03,11.337142944335938
233,2010-12-06,11.433929443359375
234,2010-12-07,11.364643096923828
235,2010-12-08,11.464642524719238
236,2010-12-09,11.420000076293945
237,2010-12-10,11.44857120513916
238,2010-12-13,11.488213539123535
239,2010-12-14,11.438928604125977
240,2010-12-15,11.441429138183594
241,2010-12-16,11.473214149475098
242,2010-12-17,11.450357437133789
243,2010-12-20,11.507499694824219
244,2010-12-21,11.578571319580078
245,2010-12-22,11.6128568649292
246,2010-12-23,11.557143211364746
247,2010-12-27,11.59571361541748
248,2010-12-28,11.623929023742676
249,2010-12-29,11.617500305175781
250,2010-12-30,11.559286117553711
251,2010-12-31,11.520000457763672
252,2011-01-03,11.770357131958008
253,2011-01-04,11.831786155700684
254,2011-01-05,11.928570747375488
255,2011-01-06,11.918929100036621
256,2011-01-07,12.00428581237793
257,2011-01-10,12.23035717010498
258,2011-01-11,12.20142936706543
259,2011-01-12,12.300713539123535
260,2011-01-13,12.34571361541748
261,2011-01-14,12.445713996887207
262,2011-01-18,12.166070938110352
263,2011-01-19,12.101428985595703
264,2011-01-20,11.881428718566895
265,2011-01-21,11.668571472167969
266,2011-01-24,12.051786422729492
267,2011-01-25,12.192856788635254
268,2011-01-26,12.280357360839844
269,2011-01-27,12.257499694824219
270,2011-01-28,12.003570556640625
271,2011-01-31,12.118571281433105
272,2011-02-01,12.322500228881836
273,2011-02-02,12.29714298248291
274,2011-02-03,12.265713691711426
275,2011-02-04,12.375
276,2011-02-07,12.567143440246582
277,2011-02-08,12.685713768005371
278,2011-02-09,12.791428565979004
279,2011-02-10,12.662142753601074
280,2011-02-11,12.744643211364746
281,2011-02-14,12.82785701751709
282,2011-02-15,12.853570938110352
283,2011-02-16,12.968929290771484
284,2011-02-17,12.796428680419922
285,2011-02-18,12.520000457763672
286,2011-02-22,12.09321403503418
287,2011-02-23,12.236429214477539
288,2011-02-24,12.24571418762207
289,2011-02-25,12.434286117553711
290,2011-02-28,12.614643096923828
291,2011-03-01,12.475357055664062
292,2011-03-02,12.575714111328125
293,2011-03-03,12.841428756713867
294,2011-03-04,12.85714340209961
295,2011-03-07,12.691429138183594
296,2011-03-08,12.705714225769043
297,2011-03-09,12.588213920593262
298,2011-03-10,12.381071090698242
299,2011-03-11,12.571070671081543
300,2011-03-14,12.627142906188965
301,2011-03-15,12.336786270141602
302,2011-03-16,11.786070823669434
303,2011-03-17,11.95142936706543
304,2011-03-18,11.809642791748047
305,2011-03-21,12.117856979370117
306,2011-03-22,12.185713768005371
307,2011-03-23,12.11392879486084
308,2011-03-24,12.320357322692871
309,2011-03-25,12.555000305175781
310,2011-03-28,12.515713691711426
311,2011-03-29,12.534285545349121
312,2011-03-30,12.451070785522461
313,2011-03-31,12.446785926818848
314,2011-04-01,12.305713653564453
315,2011-04-04,12.185357093811035
316,2011-04-05,12.103214263916016
317,2011-04-06,12.072856903076172
318,2011-04-07,12.074286460876465
319,2011-04-08,11.966428756713867
320,2011-04-11,11.814286231994629
321,2011-04-12,11.871429443359375
322,2011-04-13,12.004643440246582
323,2011-04-14,11.872142791748047
324,2011-04-15,11.694999694824219
325,2011-04-18,11.851785659790039
326,2011-04-19,12.066429138183594
327,2011-04-20,12.228928565979004
328,2011-04-21,12.524999618530273
329,2011-04-25,12.607500076293945
330,2011-04-26,12.515000343322754
331,2011-04-27,12.505356788635254
332,2011-04-28,12.383929252624512
333,2011-04-29,12.504643440246582
334,2011-05-02,12.367142677307129
335,2011-05-03,12.435713768005371
336,2011-05-04,12.48464298248291
337,2011-05-05,12.383929252624512
338,2011-05-06,12.380714416503906
339,2011-05-09,12.414285659790039
340,2011-05-10,12.48035717010498
341,2011-05-11,12.401070594787598
342,2011-05-12,12.3774995803833
343,2011-05-13,12.160714149475098
344,2011-05-16,11.903571128845215
345,2011-05-17,12.005000114440918
346,2011-05-18,12.138214111328125
347,2011-05-19,12.161786079406738
348,2011-05-20,11.972143173217773
349,2011-05-23,11.942856788635254
350,2011-05-24,11.86392879486084
351,2011-05-25,12.027856826782227
352,2011-05-26,11.964285850524902
353,2011-05-27,12.0503568649292
354,2011-05-31,12.422499656677246
355,2011-06-01,12.339642524719238
356,2011-06-02,12.360713958740234
357,2011-06-03,12.265713691711426
358,2011-06-06,12.072856903076172
359,2011-06-07,11.85857105255127
360,2011-06-08,11.865714073181152
361,2011-06-09,11.838929176330566
362,2011-06-10,11.639286041259766
363,2011-06-13,11.664285659790039
364,2011-06-14,11.872857093811035
365,2011-06-15,11.66964340209961
366,2011-06-16,11.6128568649292
367,2011-06-17,11.437856674194336
368,2011-06-20,11.261428833007812
369,2011-06-21,11.617856979370117
370,2011-06-22,11.521785736083984
371,2011-06-23,11.829643249511719
372,2011-06-24,11.655357360839844
373,2011-06-27,11.85857105255127
374,2011-06-28,11.973570823669434
375,2011-06-29,11.930000305175781
376,2011-06-30,11.988213539123535
377,2011-07-01,12.259285926818848
378,2011-07-05,12.479642868041992
379,2011-07-06,12.562856674194336
380,2011-07-07,12.757143020629883
381,2011-07-08,12.846785545349121
382,2011-07-11,12.64285659790039
383,2011-07-12,12.633929252624512
384,2011-07-13,12.786429405212402
385,2011-07-14,12.77750015258789
386,2011-07-15,13.032856941223145
387,2011-07-18,13.350000381469727
388,2011-07-19,13.458929061889648
389,2011-07-20,13.817856788635254
390,2011-07-21,13.831786155700684
391,2011-07-22,14.046428680419922
392,2011-07-25,14.23214340209961
393,2011-07-26,14.407500267028809
394,2011-07-27,14.021071434020996
395,2011-07-28,13.993571281433105
396,2011-07-29,13.945713996887207
397,2011-08-01,14.16964340209961
398,2011-08-02,13.889642715454102
399,2011-08-03,14.020357131958008
400,2011-08-04,13.477499961853027
401,2011-08-05,13.343570709228516
402,2011-08-08,12.614643096923828
403,2011-08-09,13.357500076293945
404,2011-08-10,12.98892879486084
405,2011-08-11,13.346428871154785
406,2011-08-12,13.463929176330566
407,2011-08-15,13.693214416503906
408,2011-08-16,13.588570594787598
409,2011-08-17,13.587142944335938
410,2011-08-18,13.073213577270508
411,2011-08-19,12.715356826782227
412,2011-08-22,12.729999542236328
413,2011-08-23,13.342857360839844
414,2011-08-24,13.4350004196167
415,2011-08-25,13.347143173217773
416,2011-08-26,13.699286460876465
417,2011-08-29,13.927499771118164
418,2011-08-30,13.928214073181152
419,2011-08-31,13.743928909301758
420,2011-09-01,13.608214378356934
421,2011-09-02,13.358928680419922
422,2011-09-06,13.562143325805664
423,2011-09-07,13.711786270141602
424,2011-09-08,13.71928596496582
425,2011-09-09,13.481429100036621
426,2011-09-12,13.569286346435547
427,2011-09-13,13.736429214477539
428,2011-09-14,13.903571128845215
429,2011-09-15,14.034285545349121
430,2011-09-16,14.303570747375488
431,2011-09-19,14.701070785522461
432,2011-09-20,14.766071319580078
433,2011-09-21,14.71928596496582
434,2011-09-22,14.350713729858398
435,2011-09-23,14.439286231994629
436,2011-09-26,14.39892864227295
437,2011-09-27,14.259285926818848
438,2011-09-28,14.178929328918457
439,2011-09-29,13.948928833007812
440,2011-09-30,13.618571281433105
441,2011-10-03,13.378570556640625
442,2011-10-04,13.303570747375488
443,2011-10-05,13.508929252624512
444,2011-10-06,13.477499961853027
445,2011-10-07,13.20714282989502
446,2011-10-10,13.88607120513916
447,2011-10-11,14.29607105255127
448,2011-10-12,14.36392879486084
449,2011-10-13,14.586786270141602
450,2011-10-14,15.071429252624512
451,2011-10-17,14.999643325805664
452,2011-10-18,15.079999923706055
453,2011-10-19,14.236429214477539
454,2011-10-20,14.118213653564453
455,2011-10-21,14.031070709228516
456,2011-10-24,14.491786003112793
457,2011-10-25,14.206070899963379
458,2011-10-26,14.307143211364746
459,2011-10-27,14.453213691711426
460,2011-10-28,14.462499618530273
461,2011-10-31,14.456428527832031
462,2011-11-01,14.161070823669434
463,2011-11-02,14.193214416503906
464,2011-11-03,14.395357131958008
465,2011-11-04,14.294285774230957
466,2011-11-07,14.276070594787598
467,2011-11-08,14.508213996887207
468,2011-11-09,14.117142677307129
469,2011-11-10,13.757857322692871
470,2011-11-11,13.736429214477539
471,2011-11-14,13.545000076293945
472,2011-11-15,13.886786460876465
473,2011-11-16,13.741786003112793
474,2011-11-17,13.478928565979004
475,2011-11-18,13.390713691711426
476,2011-11-21,13.178929328918457
477,2011-11-22,13.446785926818848
478,2011-11-23,13.106785774230957
479,2011-11-25,12.98464298248291
480,2011-11-28,13.432856559753418
481,2011-11-29,13.328571319580078
482,2011-11-30,13.649999618530273
483,2011-12-01,13.854642868041992
484,2011-12-02,13.91785717010498
485,2011-12-05,14.036070823669434
486,2011-12-06,13.962499618530273
487,2011-12-07,13.896071434020996
488,2011-12-08,13.952142715454102
489,2011-12-09,14.057856559753418
490,2011-12-12,13.994285583496094
491,2011-12-13,13.88607120513916
492,2011-12-14,13.578213691711426
493,2011-12-15,13.533571243286133
494,2011-12-16,13.607856750488281
495,2011-12-19,13.650357246398926
496,2011-12-20,14.141071319580078
497,2011-12-21,14.158928871154785
498,2011-12-22,14.233928680419922
499,2011-12-23,14.404643058776855
500,2011-12-27,14.518928527832031
501,2011-12-28,14.380000114440918
502,2011-12-29,14.468570709228516
503,2011-12-30,14.464285850524902
504,2012-01-03,14.686785697937012
505,2012-01-04,14.765713691711426
506,2012-01-05,14.929642677307129
507,2012-01-06,15.085714340209961
508,2012-01-09,15.061785697937012
509,2012-01-10,15.115714073181152
510,2012-01-11,15.091071128845215
511,2012-01-12,15.049642562866211
512,2012-01-13,14.993213653564453
513,2012-01-17,15.16785717010498
514,2012-01-18,15.325357437133789
515,2012-01-19,15.276785850524902
516,2012-01-20,15.010713577270508
517,2012-01-23,15.264642715454102
518,2012-01-24,15.014642715454102
519,2012-01-25,15.952142715454102
520,2012-01-26,15.879643440246582
521,2012-01-27,15.974286079406738
522,2012-01-30,16.17892837524414
523,2012-01-31,16.3028564453125
524,2012-02-01,16.292499542236328
525,2012-02-02,16.25428581237793
526,2012-02-03,16.417142868041992
527,2012-02-06,16.570356369018555
528,2012-02-07,16.743928909301758
529,2012-02-08,17.0242862701416
530,2012-02-09,17.61321449279785
531,2012-02-10,17.622142791748047
532,2012-02-13,17.950000762939453
533,2012-02-14,18.19499969482422
534,2012-02-15,17.773929595947266
535,2012-02-16,17.936071395874023
536,2012-02-17,17.932857513427734
537,2012-02-21,18.387500762939453
538,2012-02-22,18.322856903076172
539,2012-02-23,18.4424991607666
540,2012-02-24,18.657499313354492
541,2012-02-27,18.777143478393555
542,2012-02-28,19.12178611755371
543,2012-02-29,19.37285614013672
544,2012-03-01,19.445356369018555
545,2012-03-02,19.470714569091797
546,2012-03-05,19.04142951965332
547,2012-03-06,18.937856674194336
548,2012-03-07,18.953214645385742
549,2012-03-08,19.356786727905273
550,2012-03-09,19.47035789489746
551,2012-03-12,19.71428680419922
552,2012-03-13,20.28928565979004
553,2012-03-14,21.056428909301758
554,2012-03-15,20.912857055664062
555,2012-03-16,20.9132137298584
556,2012-03-19,21.467857360839844
557,2012-03-20,21.641429901123047
558,2012-03-21,21.51785659790039
559,2012-03-22,21.405000686645508
560,2012-03-23,21.287500381469727
561,2012-03-26,21.6778564453125
562,2012-03-27,21.945714950561523
563,2012-03-28,22.057857513427734
564,2012-03-29,21.78071403503418
565,2012-03-30,21.412500381469727
566,2012-04-02,22.093929290771484
567,2012-04-03,22.4757137298584
568,2012-04-04,22.296785354614258
569,2012-04-05,22.63142967224121
570,2012-04-09,22.72249984741211
571,2012-04-10,22.444286346435547
572,2012-04-11,22.364286422729492
573,2012-04-12,22.241785049438477
574,2012-04-13,21.6153564453125
575,2012-04-16,20.718929290771484
576,2012-04-17,21.774999618530273
577,2012-04-18,21.726428985595703
578,2012-04-19,20.979999542236328
579,2012-04-20,20.463571548461914
580,2012-04-23,20.417856216430664
581,2012-04-24,20.010000228881836
582,2012-04-25,21.78571319580078
583,2012-04-26,21.703571319580078
584,2012-04-27,21.53571319580078
585,2012-04-30,20.856428146362305
586,2012-05-01,20.79035758972168
587,2012-05-02,20.9278564453125
588,2012-05-03,20.779285430908203
589,2012-05-04,20.1875
590,2012-05-07,20.338571548461914
591,2012-05-08,20.292142868041992
592,2012-05-09,20.327856063842773
593,2012-05-10,20.375713348388672
594,2012-05-11,20.239643096923828
595,2012-05-14,19.93642807006836
596,2012-05-15,19.756071090698242
597,2012-05-16,19.502857208251953
598,2012-05-17,18.932857513427734
599,2012-05-18,18.942142486572266
600,2012-05-21,20.045713424682617
601,2012-05-22,19.891786575317383
602,2012-05-23,20.37714385986328
603,2012-05-24,20.190000534057617
604,2012-05-25,20.081785202026367
605,2012-05-29,20.438213348388672
606,2012-05-30,20.684642791748047
607,2012-05-31,20.633214950561523
608,2012-06-01,20.035356521606445
609,2012-06-04,20.153213500976562
610,2012-06-05,20.101070404052734
611,2012-06-06,20.409286499023438
612,2012-06-07,20.41857147216797
613,2012-06-08,20.7257137298584
614,2012-06-11,20.398929595947266
615,2012-06-12,20.5771427154541
616,2012-06-13,20.43428611755371
617,2012-06-14,20.411785125732422
618,2012-06-15,20.504642486572266
619,2012-06-18,20.920713424682617
620,2012-06-19,20.97892951965332
621,2012-06-20,20.919286727905273
622,2012-06-21,20.631071090698242
623,2012-06-22,20.78928565979004
624,2012-06-25,20.3846435546875
625,2012-06-26,20.429643630981445
626,2012-06-27,20.51785659790039
627,2012-06-28,20.323213577270508
628,2012-06-29,20.85714340209961
629,2012-07-02,21.161428451538086
630,2012-07-03,21.407499313354492
631,2012-07-05,21.783571243286133
632,2012-07-06,21.63857078552246
633,2012-07-09,21.92464256286621
634,2012-07-10,21.721786499023438
635,2012-07-11,21.5867862701416
636,2012-07-12,21.389286041259766
637,2012-07-13,21.60607147216797
638,2012-07-16,21.675357818603516
639,2012-07-17,21.676429748535156
640,2012-07-18,21.652143478393555
641,2012-07-19,21.940000534057617
642,2012-07-20,21.582143783569336
643,2012-07-23,21.565357208251953
644,2012-07-24,21.461429595947266
645,2012-07-25,20.534643173217773
646,2012-07-26,20.531429290771484
647,2012-07-27,20.898571014404297
648,2012-07-30,21.25107192993164
649,2012-07-31,21.812856674194336
650,2012-08-01,21.671785354614258
651,2012-08-02,21.706785202026367
652,2012-08-03,21.989286422729492
653,2012-08-06,22.233928680419922
654,2012-08-07,22.175357818603516
655,2012-08-08,22.13785743713379
656,2012-08-09,22.168928146362305
657,2012-08-10,22.203571319580078
658,2012-08-13,22.5
659,2012-08-14,22.56035614013672
660,2012-08-15,22.52964210510254
661,2012-08-16,22.726428985595703
662,2012-08-17,23.146785736083984
663,2012-08-20,23.75535774230957
664,2012-08-21,23.430713653564453
665,2012-08-22,23.888214111328125
666,2012-08-23,23.66535758972168
667,2012-08-24,23.68642807006836
668,2012-08-27,24.13142967224121
669,2012-08-28,24.100000381469727
670,2012-08-29,24.052499771118164
671,2012-08-30,23.70964241027832
672,2012-08-31,23.75857162475586
673,2012-09-04,24.10607147216797
674,2012-09-05,23.936786651611328
675,2012-09-06,24.15250015258789
676,2012-09-07,24.301429748535156
677,2012-09-10,23.669286727905273
678,2012-09-11,23.592500686645508
679,2012-09-12,23.921070098876953
680,2012-09-13,24.39214324951172
681,2012-09-14,24.68857192993164
682,2012-09-17,24.992143630981445
683,2012-09-18,25.068214416503906
684,2012-09-19,25.075000762939453
685,2012-09-20,24.953571319580078
686,2012-09-21,25.00321388244629
687,2012-09-24,24.671070098876953
688,2012-09-25,24.05500030517578
689,2012-09-26,23.75642967224121
690,2012-09-27,24.332857131958008
691,2012-09-28,23.825000762939453
692,2012-10-01,23.54964256286621
693,2012-10-02,23.618213653564453
694,2012-10-03,23.980356216430664
695,2012-10-04,23.814285278320312
696,2012-10-05,23.306785583496094
697,2012-10-08,22.791786193847656
698,2012-10-09,22.70892906188965
699,2012-10-10,22.8896427154541
700,2012-10-11,22.43214225769043
701,2012-10-12,22.489643096923828
702,2012-10-15,22.670000076293945
703,2012-10-16,23.206785202026367
704,2012-10-17,23.021785736083984
705,2012-10-18,22.59428596496582
706,2012-10-19,21.780000686645508
707,2012-10-22,22.64392852783203
708,2012-10-23,21.90571403503418
709,2012-10-24,22.02964210510254
710,2012-10-25,21.769285202026367
711,2012-10-26,21.571428298950195
712,2012-10-31,21.261428833007812
713,2012-11-01,21.30500030517578
714,2012-11-02,20.600000381469727
715,2012-11-05,20.87928581237793
716,2012-11-06,20.816070556640625
717,2012-11-07,19.928571701049805
718,2012-11-08,19.20535659790039
719,2012-11-09,19.537857055664062
720,2012-11-12,19.38678550720215
721,2012-11-13,19.389286041259766
722,2012-11-14,19.174285888671875
723,2012-11-15,18.77214241027832
724,2012-11-16,18.845714569091797
725,2012-11-19,20.20464324951172
726,2012-11-20,20.032499313354492
727,2012-11-21,20.060714721679688
728,2012-11-23,20.41071319580078
729,2012-11-26,21.054643630981445
730,2012-11-27,20.885000228881836
731,2012-11-28,20.819286346435547
732,2012-11-29,21.04857063293457
733,2012-11-30,20.902856826782227
734,2012-12-03,20.93535614013672
735,2012-12-04,20.566070556640625
736,2012-12-05,19.24250030517578
737,2012-12-06,19.544286727905273
738,2012-12-07,19.04464340209961
739,2012-12-10,18.922143936157227
740,2012-12-11,19.335357666015625
741,2012-12-12,19.25
742,2012-12-13,18.917499542236328
743,2012-12-14,18.206785202026367
744,2012-12-17,18.52964210510254
745,2012-12-18,19.06785774230957
746,2012-12-19,18.796785354614258
747,2012-12-20,18.633214950561523
748,2012-12-21,18.547500610351562
749,2012-12-24,18.577499389648438
750,2012-12-26,18.321428298950195
751,2012-12-27,18.395000457763672
752,2012-12-28,18.199642181396484
753,2012-12-31,19.006071090698242
754,2013-01-02,19.608213424682617
755,2013-01-03,19.360713958740234
756,2013-01-04,18.821428298950195
757,2013-01-07,18.71071434020996
758,2013-01-08,18.761070251464844
759,2013-01-09,18.467857360839844
760,2013-01-10,18.696786880493164
761,2013-01-11,18.582143783569336
762,2013-01-14,17.91964340209961
763,2013-01-15,17.354286193847656
764,2013-01-16,18.074642181396484
765,2013-01-17,17.952856063842773
766,2013-01-18,17.85714340209961
767,2013-01-22,18.02750015258789
768,2013-01-23,18.357500076293945
769,2013-01-24,16.08928680419922
770,2013-01-25,15.710000038146973
771,2013-01-28,16.065357208251953
772,2013-01-29,16.366785049438477
773,2013-01-30,16.315357208251953
774,2013-01-31,16.267499923706055
775,2013-02-01,16.200714111328125
776,2013-02-04,15.79714298248291
777,2013-02-05,16.351428985595703
778,2013-02-06,16.33392906188965
779,2013-02-07,16.722143173217773
780,2013-02-08,16.963571548461914
781,2013-02-11,17.140356063842773
782,2013-02-12,16.71071434020996
783,2013-02-13,16.67892837524414
784,2013-02-14,16.663928985595703
785,2013-02-15,16.43428611755371
786,2013-02-19,16.428213119506836
787,2013-02-20,16.030357360839844
788,2013-02-21,15.930713653564453
789,2013-02-22,16.100357055664062
790,2013-02-25,15.814286231994629
791,2013-02-26,16.034643173217773
792,2013-02-27,15.8774995803833
793,2013-02-28,15.764286041259766
794,2013-03-01,15.373929023742676
795,2013-03-04,15.001786231994629
796,2013-03-05,15.397856712341309
797,2013-03-06,15.202142715454102
798,2013-03-07,15.377857208251953
799,2013-03-08,15.418571472167969
800,2013-03-11,15.638214111328125
801,2013-03-12,15.301071166992188
802,2013-03-13,15.298213958740234
803,2013-03-14,15.446429252624512
804,2013-03-15,15.845000267028809
805,2013-03-18,16.275714874267578
806,2013-03-19,16.231786727905273
807,2013-03-20,16.145713806152344
808,2013-03-21,16.168928146362305
809,2013-03-22,16.49678611755371
810,2013-03-25,16.556428909301758
811,2013-03-26,16.46928596496582
812,2013-03-27,16.145713806152344
813,2013-03-28,15.809286117553711
814,2013-04-01,15.318214416503906
815,2013-04-02,15.349642753601074
816,2013-04-03,15.428214073181152
817,2013-04-04,15.275713920593262
818,2013-04-05,15.114286422729492
819,2013-04-08,15.221785545349121
820,2013-04-09,15.249285697937012
821,2013-04-10,15.560357093811035
822,2013-04-11,15.511786460876465
