,close,30,90,180,360
BRO,82.69000244140625,11.224434610820744,13.503494573260744,15.553609305449335,48.03416041391977
BSX,65.81999969482422,7.972442065848839,21.62310664760487,31.400674940736906,42.37508186581358
BWA,30.610000610351562,-6.420050543865519,-8.216937380398647,-20.97557339477295,-28.52049921988542
BX,127.88999938964844,10.159441003923874,25.04048843940796,31.738431689563917,45.74842977063409
BXP,67.36000061035156,0.6575051605581805,22.792367133998702,2.971174025587664,5.195350487539208
C,54.849998474121094,7.8144612635407285,22.87686121941168,30.657419362940264,15.099031240746852
CAG,27.209999084472656,-4.754873527045955,-2.431195211788395,-9.241005226688658,-21.78683706969914
CAH,104.44999694824219,-0.9577111179580711,2.008813370621443,21.926569200315683,36.693535825856216
CARR,54.0,-1.925174985202982,5.669844300428539,3.7682447401090613,25.14488339753047
CAT,321.9100036621094,16.068397116035094,28.251766203701045,16.808397006278852,36.45279675049156
CB,250.89999389648438,9.92332700831735,13.200613122159965,25.10861453189652,22.230879911652913
CBOE,186.69000244140625,-0.23513195635397333,5.642160010562813,23.90371423671358,47.42528733970177
CBRE,93.12999725341797,11.399520278994913,20.68083412891626,5.589984716178464,8.555771371442123
CCI,108.22000122070312,-0.25806339105702847,5.3282481170422225,8.737735420451532,-16.302095331246246
CCL,14.800000190734863,-12.21827013666843,2.9073719153810407,-2.0525958415151146,32.97394464113441
CDAY,73.26000213623047,12.777098474038851,6.350124791083522,3.492703149282117,-0.5565305319739644
CDNS,290.29998779296875,5.414129907202803,10.213600304231619,36.35909592973277,50.687774196844316
CDW,241.3699951171875,10.17938880148266,13.078212281369762,20.249861607271136,18.886828830327907
CE,151.05999755859375,6.265964929831869,17.063055110470238,26.631081374299125,36.61089785880951
CEG,131.16000366210938,17.190855796942483,8.061465495752017,23.09642689710991,65.18301388548188
CF,77.69999694824219,3.971963499380471,-0.20418510059456718,-0.7209728256364678,-4.803356463468267
CFG,31.559999465942383,0.698715739887934,15.71456375989666,16.48574801247069,-20.25597755016807
CHD,97.77999877929688,-0.6438348836794616,5.707137837114251,4.818145153444919,17.77660048126206
CHRW,72.25,-14.939960061998036,-10.102550033576584,-21.171666206620866,-25.64595502130643
CHTR,293.0,-18.43892440570405,-27.8538126461786,-31.676457786460567,-22.468313312506993
CI,341.0899963378906,10.571182634264042,20.609565792125075,23.807384609822655,18.1453103862204
CINF,111.86000061035156,4.249764612209894,12.239809706275008,8.343339785744197,-7.792456656986846
CL,83.4800033569336,3.72863703934172,11.232114159052454,13.703541503103512,15.28554951517318
CLX,151.0500030517578,5.660422671021781,10.731870045109627,0.7640004113296683,1.0844363134781654
CMA,50.34000015258789,-4.441913703554001,15.160548486307924,9.875731099280195,-24.07875292507561
CMCSA,41.2400016784668,-2.621007876381831,-0.8055596442925528,-6.955239430407101,12.061739371189507
CME,212.25999450683594,4.577027752998419,1.8757057202530847,9.416048613437166,18.456103486298957
CMG,2598.429931640625,12.464725227139638,21.07926277032126,41.69316518453201,65.58313571176204
CMI,266.4800109863281,14.32984764582379,18.762910832851375,13.147674807521526,9.088277630375362
CMS,57.27000045776367,1.0825327171914534,0.6071961147068095,0.9194210005186498,-3.094110333386113
CNC,78.73999786376953,0.9487152099609375,7.836389469187055,21.648346837780696,8.952541194456876
CNP,27.8799991607666,0.12370634907423739,0.9878655520332957,-1.5558867398979492,-0.8338030286460296
COF,137.22999572753906,9.328126852892504,27.198210611544948,29.945968903318576,29.764937803116243
COO,372.010009765625,-1.7950919555434708,11.108807768584917,0.9567429697121099,10.318736356115066
COP,110.56999969482422,3.5221499325763794,-2.4418845269082556,-5.166048266450119,9.14803246492928
COR,231.72000122070312,6.176350042670498,19.785247869428858,28.98055334877345,45.549042621730294
COST,723.989990234375,5.972654747289319,28.575739568956582,36.24361915614189,48.65454180882827
CPB,41.45000076293945,-6.051673240217948,1.8205235277745535,-2.7603913649374756,-19.74961667166053
CPRT,48.959999084472656,2.534029496277812,-0.9757102081964786,13.357907177218786,41.83081817851302
CPT,96.16000366210938,-0.43487074030088557,12.618983622417822,-9.769101904505073,-15.224447761629722
CRL,244.9600067138672,20.361635992267747,29.813797403729538,23.237809270500986,0.5582925189967503
CRM,289.7200012207031,6.734452775892108,31.968176851309373,41.1658406052144,79.25999874621503
CSCO,48.439998626708984,-3.6978143907825944,3.5212628629995857,-7.272527986170585,0.45178664209504227
CSGP,81.4000015258789,-0.35500172219403714,0.2780076371407425,5.147526800574598,7.077091713214645
CSX,36.720001220703125,6.775230800835752,17.41753827486796,20.702031742602635,21.75376312505517
CTAS,614.6599731445312,4.609074238909616,13.58407330078939,26.810243245983244,42.47979862146478
CTLT,58.13999938964844,19.67887443034746,44.06822213575021,28.35887701368027,-15.321881315696018
CTRA,24.68000030517578,0.36600305827334534,-7.813084682571558,-13.293570345310235,12.319122629085033
CTSH,77.0,2.109935675826735,12.680530088449471,12.007864861565643,21.110496511270902
CTVA,54.79999923706055,22.212308319757735,15.961457266556934,7.251331095366709,-7.67493587756618
CVS,77.0999984741211,1.0524577964423631,12.332137263376563,16.398512176084257,-8.968481612817857
CVX,154.6300048828125,9.221137130089986,8.089039983487712,-5.162866552065037,0.022079445536471454
CZR,42.5099983215332,-3.8017659139739535,-5.989980416336282,-17.984643390227728,-17.005081397087785
D,45.86000061035156,-0.671426404349007,-1.3051629740514215,-4.742656987605132,-16.717735278907643
DAL,40.119998931884766,8.023693029642075,13.699385575642143,-1.291158030610362,8.670591484604738
DD,68.44999694824219,-6.335529237555415,-3.4015561045189546,-9.82313294054402,-4.28728797991158
DE,360.67999267578125,-4.735742154061828,-4.7248251939222214,-2.384083687656535,-14.426316417872409
DFS,110.48999786376953,1.6093434195137757,29.218109047845896,18.778043255964462,4.161273870562399
DG,141.5,3.1641850554204654,11.988622943810135,-18.206307740499593,-36.538847795444916
DGX,124.0,-7.268920978141768,-6.299005624555864,-3.2645978410294596,-11.79027299601353
DHI,141.27000427246094,-6.844495433521636,14.02436565160472,24.576023902740296,57.886945137342096
DHR,250.0,11.318905495453713,19.94266720625213,11.518014502176023,12.985264608538195
DIS,111.5999984741211,23.53332189290065,19.8263202621781,30.204264373641855,9.6715835920679
DLR,136.22000122070312,0.4868719932103138,11.461038039537396,19.408100630297255,31.01635144549526
DLTR,143.3699951171875,5.886264091559945,23.608690344769023,-2.0516719598563826,-2.0830508741289555
DOV,161.4600067138672,11.783442249224073,18.465978240211257,15.274675945705907,10.263610801275803
DOW,55.47999954223633,5.736608064620263,8.176758288461894,1.8376146334007748,2.876583318030801
DPZ,421.8500061035156,-0.13020544529257494,14.386897129894471,12.731934728534133,22.15833803914706
DRI,162.4600067138672,3.0118570780469867,5.022399972367042,3.470831341617897,13.610044995940896
DTE,107.80000305175781,1.9771109501335316,4.977479710335997,1.573931566676512,-1.381642052841392
DUK,91.87999725341797,-4.035156444856824,3.7753705445797925,1.3123623969514941,-1.685067167897869
DVA,122.22000122070312,16.789297122446122,24.65682007228882,21.51438226542841,47.075816443925376
DVN,43.459999084472656,5.7678241009583076,-3.0965789631572704,-13.987924860921819,-14.142711114473894
DXCM,117.05000305175781,-6.695890076386391,12.117748949967977,10.089577218606994,2.666433522117506
EA,142.27999877929688,4.142880884496036,7.890711589068,21.244306626627264,27.79984498663335
EBAY,43.45000076293945,6.8355119723533475,6.835584777958514,-0.7222422992231303,-7.143115107443876
ECL,215.3800048828125,9.086305824337826,17.764498198075707,21.689591347215377,37.82820892336518
ED,87.31999969482422,-2.663915848715337,-2.5325564488088537,-0.9581371349164924,-2.394627119680448
EFX,258.0799865722656,5.657902389350511,27.189540107592446,30.766295172219426,27.33989992013366
EG,367.8699951171875,0.7311015391321174,-5.130713879607251,7.445562456476473,-1.8617375076955711
EIX,66.30999755859375,-4.314582051217119,1.9092769953776623,-3.6868355357516758,3.828530296288868
EL,146.3699951171875,15.90908816288672,17.991307709080818,-8.100283797957875,-40.533505210081074
ELV,512.6300048828125,7.668237028490843,10.24810308109143,10.064282320566619,8.439242370182164
EMN,85.19000244140625,-0.6066930913788959,5.528715591972078,0.10367835900260136,7.390139575143362
EMR,106.1500015258789,15.426487867366113,19.004118878197463,11.57211528899671,32.33818471179457
ENPH,131.8699951171875,24.936041027420288,46.877017545964094,0.9820460451591906,-34.60451321169786
EOG,113.55999755859375,2.6484682074646493,-5.94391447044047,-12.711528407306528,0.07952822041554786
EPAM,311.9800109863281,5.9714733200793235,16.635696870057327,16.18698164400625,-3.462574489111292
EQIX,856.22998046875,7.181483134612154,12.951816864278731,12.212514601453917,24.202848264693678
EQR,60.029998779296875,-0.28239531808650353,10.043396512127668,-6.124146654395545,-2.5617464814127744
EQT,34.70000076293945,-3.059802543055834,-14.56526710481112,-23.89472753695081,15.895496026936629
ES,58.869998931884766,7.505479796071124,1.2639208491816767,-9.589850617119266,-21.854864828570452
ESS,235.3699951171875,-2.6149229427687826,12.209307544260529,-1.8669945824838607,6.028496226192548
ETN,277.5199890136719,16.968724369449472,21.066727326715796,28.917280187790805,65.47178548910824
ETR,100.1500015258789,0.5949472095086117,2.065814197420779,5.031821134959258,-2.6901596522457716
ETSY,76.56999969482422,12.075526986023988,7.210814069979632,3.2664728950708932,-38.6679490999704
EVRG,50.029998779296875,-3.398343512488322,0.385909395678774,-11.658193664561189,-14.43457251779755
EW,86.0999984741211,16.635056664945868,28.60986390597393,12.353093311936236,13.964255454941132
EXC,34.90999984741211,-1.9106499080088768,-10.500642034593966,-13.922662025243604,-14.354819886717296
EXPD,124.16000366210938,-1.8963289686958484,6.447438992897481,9.18597550896778,19.424051699763133
EXPE,135.25,-8.180585744810687,1.5764729575510783,25.753202570211453,25.19670603376849
EXR,141.57000732421875,-4.454336860557406,11.773524763488297,11.824529077344526,-6.653769673984044
F,12.300000190734863,12.084198425631243,25.19790317240158,6.654199917914072,7.6268043000703
FANG,179.4199981689453,19.789023655503858,14.325975824761272,17.221271406387363,41.092313085490105
FAST,70.23999786376953,11.452547426666793,16.85690581319419,24.203092741228005,40.73004623770369
FCX,38.83000183105469,1.5428873605937143,6.637297032226952,-3.483623330109775,-7.5996221943139375
FDS,458.4200134277344,0.0,1.6788810553574285,8.017818691537016,9.643115347656806
FDX,237.58999633789062,-2.3428817894447618,-7.154204018492516,-8.956217141504297,17.961146991561193
FE,37.38999938964844,1.3074953620457075,1.4713808969648356,4.433070396420469,-3.5797108207028194
FFIV,182.35000610351562,2.7845117746656767,12.545984317730131,18.632491512962112,27.535327704862688
FI,148.0399932861328,7.712449546299727,19.285938364478696,20.736170483672357,30.06500938592489
FICO,1282.06005859375,4.218965254278584,24.986800614081805,52.91266807155799,92.79098625469926
FIS,63.650001525878906,6.43813099989532,17.46178955377453,15.17792336744006,-1.670175443559141
FITB,33.93000030517578,0.41432194689319246,24.244322263304486,34.15842797623543,-1.1710302893197744
FLT,271.6199951171875,-2.27035502640216,18.285300361082957,3.870645414804774,29.540254008488674
FMC,52.34000015258789,-5.642691543599643,-2.6729518566853794,-41.50813819860177,-57.311780485391765
FOX,27.950000762939453,-1.515145914526983,-1.0200524530931787,-10.581473310008938,-14.846952478720532
FOXA,30.440000534057617,-0.6527377923460032,0.6587577456194982,-8.843271378968854,-14.570210082639147
FRT,100.41999816894531,0.17956934258958057,11.604461656282394,6.924488193624079,-1.2033195114183326
FSLR,156.97999572753906,6.600571494827756,3.070567911009636,-13.011927707346649,-2.4908439212366296
FTNT,68.4800033569336,12.966025344013389,37.0659470090458,24.00279468619877,14.68766438943312
FTV,84.31999969482422,18.92806471103803,24.391385253173993,10.085889116809543,26.45955522174721
GD,269.44000244140625,8.361147203155816,10.929475195914762,21.27553556363704,18.09709927421663
GE,149.16000366210938,17.559904548383187,23.791516015684678,31.225950881761435,81.8746577762447
GEHC,86.0199966430664,18.240545213836977,17.347541024399526,21.768595325653184,18.887316468944903
GEN,21.360000610351562,-5.845862299012827,4.143993986785088,5.308983748790275,5.705493682329976
GILD,71.58000183105469,-17.2294183019181,-1.8710388865765593,-1.9144285135559658,-12.163365194177322
GIS,64.0999984741211,1.6008849565548378,-1.369676201174519,-9.49188888406669,-17.381230506810873
GL,125.52999877929688,4.625767017068982,6.545276499943853,11.918490294590377,4.761058239328242
GLW,31.90999984741211,6.901170651981592,12.464885161939133,0.5762815193134596,-4.480785199652503
GM,38.70000076293945,10.539853237115636,39.498270021341696,16.49635065239805,-4.899796740936891
GNRC,117.27999877929688,2.4368948970085125,5.748332808194068,8.90163573278635,1.3043121534208835
GOOG,141.75999450683594,-0.7908215323950585,5.111727672850863,14.85442095748395,54.00324802501877
GOOGL,140.52000427246094,-0.6715183007315662,5.5132708953281595,14.498668986092,53.08857486751626
GPC,142.92999267578125,3.5874743452062763,5.332357646326202,-5.738186598908602,-15.90798505439418
GPN,134.19000244140625,4.803193906399161,23.23702235988947,12.467015684049954,19.69021974864753
GRMN,122.19999694824219,-0.9483713806371474,4.3237136160945155,22.494868013993695,33.639872662887214
GS,384.44000244140625,1.9248130618279014,14.562590625681748,18.278524218538305,9.83173611988426
GWW,935.7999877929688,11.745708213704553,17.868536025510927,34.81766172752161,44.00801109673842
HAL,35.310001373291016,6.227435590549879,-6.56402950199052,-12.462180199516503,-1.2423149506697317
HAS,50.779998779296875,8.999162097424174,14.651126887841691,-14.881699983959084,-5.070942534984912
HBAN,12.869999885559082,5.147059854751657,17.263525109634227,17.21487950835772,-9.561865525478696
HCA,308.54998779296875,11.03713198907219,25.157680766071945,14.046126992237419,21.588011684302554
HD,362.3500061035156,1.8695512140195936,18.301358850928338,10.864890155888274,26.034891758569767
HES,148.42999267578125,7.487867776163748,2.7652291093411607,-7.7207917426168615,10.586724760981102
HIG,93.05999755859375,12.964312528831346,22.356666568715934,28.887533958670296,23.152656141604623
HII,285.0899963378906,11.883363709987083,21.033490779032206,29.16387005143242,31.379624520510795
HLT,197.57000732421875,7.655842809865376,16.560705619965745,28.029169123413734,37.67274287778868
HOLX,73.79000091552734,1.013001824579285,2.6854045240280344,0.0,-9.114424563811774
HON,197.1699981689453,-0.3940382881141513,3.5249150137110385,5.057700295084544,2.421053232306236
HPE,14.930000305175781,-0.7313806978473836,-3.4525290231848804,-9.068334043941062,-3.649631981701895
HPQ,28.579999923706055,-0.24432703579844173,3.4837250271201325,-6.307046672051586,2.1634097635299554
HRL,28.989999771118164,-7.113102782687896,-9.681316749881786,-25.412246988381504,-34.23665306554775
HSIC,75.6500015258789,4.229814848958391,9.818181818181815,-3.711443364455458,-7.743900578196461
HST,19.719999313354492,0.1015154804088203,17.926456825343728,24.696376554981114,22.09338013657176
HSY,191.16000366210938,0.5166861703386649,-1.7448928650145357,-12.047756544244525,-18.83587017224244
HUBB,358.8800048828125,11.585103641348148,19.716804114323793,19.40304162479334,46.591347720122215
HUM,366.9200134277344,-18.054313599869143,-26.781310023637438,-25.843982084649355,-26.55470025459481
HWM,62.81999969482422,17.36643239780682,23.030078698863264,30.17497993669216,49.7912840298173
IBM,187.63999938964844,14.011738489702052,23.339438176503325,32.483181699098516,49.07227859984366
ICE,137.1199951171875,8.972417644316089,23.320704421255577,21.00530267538703,33.67969504896382
IDXX,555.5399780273438,7.771397353232867,22.674634798002447,15.882824060390387,16.180430061891006
IEX,227.47000122070312,10.939333139398455,15.336229434536763,4.099268470556949,2.3909346620722305
IFF,81.19000244140625,2.9285056648353125,10.69476680689434,27.35078717438828,-9.693048033678997
ILMN,143.41000366210938,7.374967268320254,54.86642048010344,-15.83542371381148,-29.29895175938716
INCY,57.959999084472656,-5.725439954412259,8.660403027999397,-9.60337513734757,-26.1561973984629
INTC,43.5099983215332,-5.259378531472336,0.842540418431148,35.771776368454546,69.29569179977042
INTU,655.739990234375,9.319145251434735,18.766192008452332,35.662711692270555,66.6035111333725
INVH,32.70000076293945,-1.238296103455605,-1.1899462122792803,-1.781491320152262,4.6379140260079055
IP,35.79999923706055,-2.981035889786887,5.06290764718782,1.5071603573764358,3.431787682996945
IPG,32.45000076293945,3.146858573671807,7.88120889421795,-0.003619742556937311,-8.007352427497139
IQV,238.60000610351562,13.128823650189346,17.911035273740627,13.781664679867411,12.029303638803569
IR,89.47000122070312,15.519696250593263,24.843574084925613,30.155819580083822,58.8914813753211
IRM,67.9800033569336,4.040415009194032,12.178795485624171,16.58573246185069,40.03610965604829
ISRG,378.6300048828125,5.503232203323538,24.531582464588354,33.505855383292,62.09863940178857
IT,448.6099853515625,-1.2698665146451904,8.668378026582978,37.089743629089256,32.634589119797575
ITW,253.9199981689453,1.4786975182605966,7.619602183158203,9.010448215087319,11.228073247741378
IVZ,15.4399995803833,-6.051895289785858,14.85285543310535,2.994693490878686,-8.181102563157339
J,147.5399932861328,13.109468356846964,8.853085337806487,8.253872236653613,25.03548521853871
JBHT,211.6999969482422,10.64934810139151,23.102044951499145,14.403499148995301,16.07657187701581
JBL,138.5,14.04821626894801,7.406535472277143,38.159340460576985,68.01038781227528
JCI,56.86000061035156,4.849716190882303,10.634138838287077,-2.4276796608888263,-6.974653594590952
JKHY,172.47999572753906,4.054054924830486,14.682969662334578,13.812205445107484,4.944259164664544
JNJ,156.5500030517578,-1.6775928576090227,6.271872139240076,-8.32686486997687,2.12950030445751
JNPR,36.91999816894531,-0.8060264425540642,38.20923509504499,33.37969309262259,20.92488264670567
JPM,179.02999877929688,7.14585115991091,18.42633887870131,19.770664285158833,31.879437462949724
K,55.470001220703125,1.7238262652650826,6.054949459005043,-5.032007144295481,-10.757978516926158
KDP,30.969999313354492,-2.425962392300751,-1.3663210457807717,-6.60587580233849,-10.623586188917965
KEY,14.069999694824219,1.661846385119592,17.25621272246429,32.69482768884544,-18.643779927234437
KEYS,155.22000122070312,3.645837950146258,16.12855696622535,19.72637028342166,-15.171054298291242
KHC,34.810001373291016,-7.885682641018121,5.09015431803681,3.8902041203676907,-8.731615891235267
KIM,19.6299991607666,-1.751753701144232,6.87667968343999,4.958705983020928,1.1780841391203722
KLAC,661.3499755859375,17.834646756772443,20.070146365552375,37.174591184411156,76.7463240166637
KMB,118.29000091552734,-4.078818352047064,-1.0347591407527168,-5.897574663349814,-4.976846524668166
KMI,17.110000610351562,-0.9488543091862978,1.7161665763314904,-1.6594319681568326,5.383634992998942
KMX,71.87999725341797,5.955190350254913,16.195092094196607,-11.795364261747155,4.796619173618288
KO,59.38999938964844,-1.000170481798346,4.5633606924836645,-1.1710540923879353,2.447678992711877
KR,47.63999938964844,3.0412946865977952,11.145577434750864,-2.6982335104161037,9.384797554469081
KVUE,19.049999237060547,-8.262672030119589,-2.20278793484433,-14.060010298725722,
L,74.33999633789062,4.79277386449577,12.373561398673715,19.481552137215875,22.678616045480737
LDOS,123.83000183105469,14.118513863441361,16.48572818381131,27.35079916679888,25.747918540285152
LEN,150.22000122070312,0.7388298833014506,21.341407990774574,32.37670692721433,58.89452557486543
LH,216.63999938964844,-2.852018210919982,4.916873040850622,6.746499024570296,3.4028800289457983
LHX,211.97999572753906,3.637431644479605,13.78103075095034,17.273794454167344,2.2653474162585674
LIN,431.6300048828125,6.11678054893976,5.42685890896335,12.25816314156749,34.828854466096445
LKQ,50.040000915527344,6.354945222000374,7.994727624072762,-6.150233540973349,-9.218444695767936
LLY,782.0599975585938,24.56963234895948,28.2905889819536,39.09176350099914,140.78863422005244
LMT,424.07000732421875,-7.09794593507559,-4.1701029545486605,-5.7941747172347124,-9.103262540428203
LNT,48.349998474121094,-1.4403544664845502,-0.717153159870032,-4.091603482651118,-6.054463921728493
LOW,226.85000610351562,4.558906808730079,12.654947431628605,4.586586789745084,14.721368874211581
LRCX,926.030029296875,22.995085571626774,30.832348685106826,41.050005772558194,95.97276183422456
LULU,449.6000061035156,-4.013660981627487,8.649751049556453,20.829285092792915,43.13457930995352
LUV,33.93000030517578,20.704374131820515,38.733880191713176,6.229270106016038,2.788145073313242
LVS,55.25,15.010927004307838,12.446323866159581,2.965156988356732,-0.8149381984141391
LW,101.2300033569336,-7.639782301840759,8.439528534942987,9.267974750460684,2.1002217308549787
LYB,97.69999694824219,5.393743435387255,1.5840336809322064,-0.24566547084112766,8.467207766027162
LYV,93.25,3.2554562295262546,4.720985969832725,5.936724934785365,24.250494614491448
MA,468.1300048828125,9.524587098437575,17.917259482747493,18.978659726415394,32.308196816895915
MAA,129.1699981689453,-2.879700624853143,7.858717949614014,-11.09485585485832,-18.483795721202977
MAR,241.6300048828125,6.117702293046889,17.167601137720357,16.771205398454136,43.06135277597745
MAS,73.16000366210938,8.707281344170026,22.24255965866615,30.02819276345454,41.416989913089395
MCD,292.0199890136719,0.29536520838917557,6.476439377298293,3.4483155278493216,11.201354184546219
MCHP,81.61000061035156,-2.0758288979579875,-0.7065376816577373,2.531349544079431,2.709749997527511
MCK,511.05999755859375,5.195337749342777,12.476100701548386,19.549153552828848,42.18438241745852
MCO,370.760009765625,-2.7591242780509284,4.867703037034721,12.304250119937056,26.95672364972168
MDLZ,71.9800033569336,-1.8008180625751935,1.987780676309181,1.6050045163921611,10.565254276120296
MDT,84.41999816894531,-1.89425313771584,14.27191302820332,4.3935779147639575,2.0851573647445942
MET,68.7699966430664,2.828266995577633,12.058616335808981,11.62060781647054,0.17759815938067636
META,473.32000732421875,28.49038021504551,44.46931304754864,67.08914343487974,175.05811383528257
MGM,42.540000915527344,2.1859231901607767,8.291455528440528,0.6111855099615315,-1.0237287840745513
MHK,115.41999816894531,15.697670105629946,38.13759517510953,19.54717929694516,7.778506037829946
